,name,artist,id,genre,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4287,Better Together,Jack Johnson,2iXdwVdzA0KrI2Q0iZNJbX,neo mellow,2005-01-01,75,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,207680,4
4288,Bam Bam,King Charles,40Cb3s5vbGZLRr16rALc3h,folk-pop,2012-01-01,26,0.516,0.965,0,-3.351,1,0.0763,0.0719,0.0,0.131,0.789,179.917,175880,4
4289,Letting Go (Thomas Jack Remix),Ben Sollee,09NYGTdt4xewqetHQbL9WQ,cello,2016-04-22,34,0.913,0.586,1,-7.838,1,0.0461,0.013,0.0318,0.155,0.0673,112.002,312840,4
4290,Sleeping With A Friend - The Chainsmokers Radio Remix,Neon Trees,4UtLYpA3MVse7QeIx1aL1F,modern alternative rock,2014-04-25,0,0.67,0.759,11,-4.638,0,0.208,0.00337,0.000299,0.133,0.404,125.93,228680,4
4291,Same Old Love Remix,Selena Gomez,4SeE2RMYotbYBtc9zQ225k,dance pop,2016-01-08,50,0.687,0.6,11,-4.323,0,0.0311,0.0356,0.0,0.0886,0.551,97.972,204253,4
4292,Headsgiving,Porches,2gPWssZglF1r1xFU5Ow46X,art pop,2013-08-27,0,0.382,0.62,5,-5.872,1,0.0323,0.447,0.000194,0.116,0.566,94.031,222585,4
4293,If I Ever Feel Better,Phoenix,3AA8xNhDC0MpqwkGX3EP5V,alternative dance,2000-03-06,65,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600,4
4294,Touch,Little Mix,5Ua3GXyHwiSfpNTMjq6m2z,dance pop,2016-11-18,0,0.607,0.718,4,-4.095,1,0.0978,0.032,0.0,0.403,0.551,101.821,213307,4
4295,Barely Legal,The Strokes,4KC2Z9dL4jL61Ys35N6srg,alternative rock,2001-07-30,56,0.427,0.886,0,-6.304,1,0.037,0.004,0.0532,0.0909,0.857,157.609,234522,4
4296,One In A Million,Ne-Yo,1mr3SqpaUKSaV2gOyt6hgC,dance pop,2010-01-01,0,0.761,0.797,11,-5.942,1,0.0381,0.115,2.13e-06,0.329,0.635,100.023,243227,4
4297,Contigo Quiero Amores,Arcangel,6TwvPvIWttNbJQP1YMGbMm,latin,2013-11-19,0,0.667,0.794,4,-3.837,0,0.0703,0.271,0.0,0.228,0.497,90.021,232360,4
4298,Sinking Deep - Live,Hillsong Young & Free,1RcSPmJz0xDnUQ117e4x64,ccm,2013-01-01,0,0.434,0.534,9,-5.62,1,0.0294,0.0787,0.0,0.727,0.26,140.144,448573,4
4299,Mister sandman,The Chordettes,433nBELvOOtHlZFUO8mZml,adult standards,1954-01-01,35,0.616,0.298,9,-13.191,1,0.052,0.841,0.0,0.0605,0.569,108.779,147267,4
4300,Exodus,Bob Marley & The Wailers,1fQxtJ2yrBn6l20VVuGuJF,reggae,1977-01-01,0,0.869,0.75,7,-8.6,1,0.048,0.0311,0.0049,0.163,0.961,132.844,460227,4
4301,Requiem,Laura Dreyfuss,4BoTrCdVPZHU4iBC0kcid7,broadway,2017-01-27,48,0.409,0.404,4,-6.517,1,0.0285,0.446,0.0,0.132,0.288,80.356,259693,4
4302,Pick It Up,Redman,7l3ZNXBVVdhBz13Vo0kbLz,east coast hip hop,1996-01-01,47,0.811,0.747,6,-9.021,1,0.665,0.281,0.0,0.138,0.838,94.045,251480,4
4303,"Sleep, For The Weak! - Lost Frequencies Remix",Lea Rue,3YBYSBkHGOG6XADx1rUXlv,belgian edm,2015-12-14,17,0.784,0.501,7,-8.589,1,0.0415,0.256,0.075,0.0987,0.634,120.989,200331,4
4304,Cavalier,James Vincent McMorrow,3h6RD7RYENDIb3qB9Bw4OB,indie folk,2013-01-01,0,0.409,0.294,11,-8.209,1,0.0439,0.912,0.000177,0.22,0.0399,127.815,283173,4
4305,ANTHEM - KR Ver,B.I,11idxOpUzKN045RsUknaZm,k-pop,2015-11-20,18,0.72,0.791,8,-4.454,0,0.101,0.000767,0.0,0.328,0.543,95.007,205229,4
4306,Walking On Air,Kerli,42bTIo0JrZEY9LcY3ZhUCO,candy pop,2008-01-01,46,0.611,0.719,8,-8.523,1,0.0777,0.14,0.000278,0.182,0.367,63.842,267040,4
4307,(Lay Your Head On My) Pillow,Tony! Toni! Toné!,0rRGYJSkI7v2VtxJv8n90m,funk,1993-01-01,50,0.707,0.487,6,-8.948,0,0.036,0.0466,4.71e-06,0.0643,0.568,79.071,372027,4
4308,Fault Line,Tennyson,7HVXADgT97OT4QTI54QDuu,edmonton indie,2015,0,0.587,0.45,1,-8.958,0,0.0638,0.0622,0.0128,0.108,0.455,131.982,249498,4
4309,Good Ole Boys,Blake Shelton,0qxiJpWY6FD5gAUpX1prn4,contemporary country,2011-07-11,28,0.642,0.808,5,-5.588,1,0.0255,0.0351,1.58e-06,0.136,0.555,100.018,188000,4
4310,How Great Thou Art,Huckleberry Flint,5WW05rLGvS95yojzTR2LYJ,neo-traditional bluegrass,2007-01-01,25,0.459,0.285,2,-8.815,1,0.0264,0.866,0.0,0.11,0.394,156.74,282467,4
4311,Find Me A Baby,Josh Turner,7uZ1Q3XhcDDdPr6Wjn2JbY,contemporary country,2012-01-01,37,0.525,0.737,4,-4.253,1,0.0519,0.198,1.96e-05,0.114,0.833,172.013,218507,4
4312,"Blockbuster Night, Pt. 1",Run The Jewels,6zqYITGsQw58qXz31AtQah,alternative hip hop,2014-12-19,30,0.642,0.523,1,-7.999,0,0.36,0.0312,1.97e-06,0.0568,0.394,76.326,152253,4
4313,Tarde (with Juan Gabriel) - En Vivo,Rocío Dúrcal,3VlyzIVlftHZwCHF1gvxBl,bolero,1977-02-25,45,0.368,0.45,9,-6.174,1,0.0405,0.852,0.0,0.0576,0.615,161.058,188800,3
4314,Nasty (feat. Dro),Bandit Gang Marco,3KGQPtjS7kjEwMizD1bvC8,pop r&b,2015-01-20,34,0.883,0.486,11,-8.175,1,0.271,0.0164,0.0,0.461,0.462,134.985,189884,4
4315,New Jack City,Guy,7MY1O70WKk72AwyNKUvRcx,funk,1991-03-05,34,0.716,0.574,11,-11.506,0,0.0412,0.00344,0.000593,0.351,0.598,108.714,210600,4
4316,Back To Caroline,Jamey Johnson,0NpxZvNw3J9vzuVdzOe7gG,contemporary country,2006-01-31,32,0.553,0.7,2,-3.971,1,0.0333,0.178,2.75e-05,0.106,0.419,138.805,256440,4
4317,Easy Living (with Teddy Wilson & His Orchestra),Billie Holiday,73hX9ImSkUt2qMnB2BcAZo,adult standards,2010-10-26,36,0.655,0.23,8,-10.692,1,0.055,0.962,0.000106,0.111,0.695,89.002,182173,4
4318,Today,The Smashing Pumpkins,1XPta4VLT78HQnVFd1hlsK,alternative metal,2001-01-01,62,0.476,0.855,8,-6.046,1,0.0265,2.53e-05,0.69,0.049,0.408,82.955,202133,4
4319,L.E.S. Artistes,Santigold,4dmCLAZbWYT0qtcG7GVMdb,alternative dance,2008-04-29,52,0.869,0.796,4,-2.001,1,0.034,0.0348,1.01e-05,0.111,0.726,117.99,204907,4
4320,Are You In?,Incubus,0IRvfvDUVIvbvgCDY17wnp,alternative metal,2001,0,0.526,0.587,2,-8.733,1,0.039,0.24,0.243,0.886,0.364,93.986,264200,4
4321,Just Like Heaven,Gatsbys American Dream,5IazLG1zXpf1ohU4w6RMra,seattle indie,2005-01-01,0,0.551,0.865,9,-6.096,1,0.0773,0.00348,0.000149,0.233,0.633,125.003,181227,4
4322,Close My Eyes Forever,Lita Ford,5Ki6pNKHGBtaOubrXc41Gl,album rock,1988-06-07,25,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-06,0.172,0.24,130.574,283133,4
4323,Yesterday,Andrea Helms,4tcsmmL95tWzb15s0pcDil,praise,2012-03-06,2,0.362,0.48,1,-8.04,1,0.0413,0.726,2.09e-06,0.117,0.144,120.561,330480,3
4324,Side Effects,Fog Lake,1VqxQw3qQRKPsNSFPWh64g,lo-fi indie,2017-02-12,43,0.774,0.575,5,-8.132,1,0.0279,0.435,0.00306,0.27,0.888,95.39,127527,4
4325,Unicorn Zombie Apocalypse - Original Mix,Borgore,1MSKr74HXcrgx6kZA8qXZD,bass trap,2014-05-19,15,0.677,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.052,0.186,128.037,277500,4
4326,C.U.B.A,Calvin Harris,1ZoHuLxbQho7N5ioKA6Hx1,dance pop,2015-03-16,50,0.623,0.998,5,-1.436,1,0.0364,0.0342,0.853,0.862,0.679,127.988,269907,4
4327,Nobody's Listening,Linkin Park,6O8Fqxnk5OlOivJHklfkPZ,alternative metal,2003-03-24,51,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,178867,3
4328,No Story Time,Smallpools,1Vr5zSlQ1FrZglq7MrVmXF,electropop,2015-03-24,33,0.445,0.903,0,-4.933,1,0.0497,9.02e-05,0.0213,0.137,0.233,158.079,182840,4
4329,Cutty Love,Milo Greene,1ENiVV0PXmjGPIbJyg6kzW,la indie,2012-07-16,36,0.459,0.638,4,-11.62,1,0.0311,0.606,0.0741,0.105,0.199,136.956,239320,4
4330,Indian Summer,The Doors,2hdeaGl9nT3UoQIgSqctHj,acid rock,1970-02-09,53,0.495,0.154,2,-17.792,1,0.0301,0.859,0.139,0.106,0.147,102.673,154067,4
4331,If Only,Deorro,4OXq0HxrKUILX9HZzPrTCf,dance pop,2014-05-26,17,0.713,0.875,9,-5.73,0,0.0893,0.00695,0.0016,0.0748,0.411,128.01,292031,4
4332,Pull Me Down - Ryan Hemsworth Remix,Mikky Ekko,0thtHhS7m5aWMgW6TmFARB,nashville indie,2012-12-07,21,0.589,0.84,7,-3.528,0,0.058,0.443,4.21e-06,0.148,0.271,165.936,203187,4
4333,Comfortable With Hate,Evans Blue,62pehaZ191NbBQyXuLEGTn,alternative metal,2016-04-15,0,0.486,0.94,8,-3.651,1,0.0663,0.00067,1.9e-06,0.291,0.526,139.974,251012,4
4334,"Horse Soldier, Horse Soldier",Corb Lund,5dCNem99Ry3eksjOEz5qSD,alberta country,2007-01-01,48,0.702,0.503,4,-10.48,0,0.0945,0.325,1.21e-06,0.101,0.513,111.011,312453,4
4335,When You Leave (Numa Numa) - Basshunter Remix,Alina,1fAzdqhH7rrhFdZHDxmYoA,classic romanian pop,2008,0,0.689,0.949,0,-5.04,1,0.0589,0.0393,8.88e-05,0.0785,0.862,140.031,323573,4
4336,Fever,The Black Keys,3Hx7RXqCS7Kzjy2ot2q1Gk,alternative rock,2014-05-09,61,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307,4
4337,Fergalicious,Fergie,1D066zixBwqFYqBhKgdPzp,dance pop,2006-01-01,71,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4
4338,I Won't Give Up,Jason Mraz,53QF56cjZA9RTuuMZDrSA6,acoustic pop,2012-04-13,72,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,240166,3
4339,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)",Wale,1BvTqJLeB9ZeGU01gFzJbh,hip hop,2012-03-23,46,0.536,0.56,8,-5.668,1,0.26,0.0379,0.0,0.114,0.279,139.91,247293,4
4340,Whatcha Doin' Today,4Minute,4zPF7ERedaIZGDIxnE1KVH,k-pop,2014-03-17,46,0.817,0.95,11,-1.991,0,0.0458,0.185,0.0,0.337,0.97,133.041,206028,4
4341,Love Me Loud (feat. Aleesia),Robin Schulz,4TvTkhgS5O57dyAtJAK8ME,dance pop,2015-09-25,41,0.653,0.837,3,-4.803,1,0.0285,0.0681,0.0178,0.192,0.255,121.97,215479,4
4342,Be Lazy,Skizzy Mars,0qZDyzZkeFfPseTXUPnH4C,indie pop rap,2015-02-03,37,0.564,0.656,11,-8.052,0,0.346,0.367,0.0,0.115,0.446,99.228,201293,4
4343,Tonight's The Kind Of Night,Noah And The Whale,1UFnmge9gtAcrWICSptE9e,stomp and holler,2011-01-01,33,0.653,0.861,7,-4.204,1,0.0343,0.0102,0.00181,0.162,0.252,127.036,189693,4
4344,Girl,Haystak,36185ZujzlkPyAPG76Ez9a,country rap,2004-10-19,0,0.715,0.676,6,-3.978,0,0.056,0.00707,0.0,0.357,0.499,81.774,221987,4
4345,No Sé,Julión Álvarez y su Norteño Banda,6x17ndQcCsRwla1aXyepvF,banda,2015-02-24,0,0.786,0.589,7,-5.518,0,0.0436,0.457,0.0,0.0509,0.972,120.011,187173,3
4346,I’m Yours,Justine Skye,52ZAsLhFwhCZsExUpSdG5H,alternative r&b,2015-12-11,41,0.646,0.633,1,-6.726,1,0.0711,0.0886,0.0,0.116,0.505,94.875,175584,4
4347,I Love Rock 'N' Roll,Britney Spears,29viePXNqWUw1cxqzOcuOD,dance pop,2001-10-31,60,0.709,0.728,9,-1.643,1,0.185,0.000811,0.105,0.564,0.572,180.107,186533,4
4348,Pretty On The Outside,Bullet For My Valentine,5Y6gse6fdyxs0lFFqyHYgz,alternative metal,2010-04-20,49,0.449,0.939,4,-3.524,0,0.0778,2.91e-05,7.78e-05,0.625,0.19,101.671,235627,3
4349,What Are You Waiting For,Apollo LTD,1jSXCpyExAsoRuDGc8tmj7,ccm,2015-11-13,0,0.672,0.813,7,-3.785,1,0.0239,0.0137,4.12e-05,0.236,0.452,90.004,195318,4
4350,Wonderful Tonight,Eric Clapton,4qmHeQBYieqj3VMAPascsE,album rock,1977-11-01,0,0.57,0.208,7,-15.661,1,0.0295,0.666,0.14,0.123,0.508,95.539,225027,4
4351,Rush Of The Night,Dive In,6tkqXfX0scman3SShz8hfs,gauze pop,2016-06-22,8,0.581,0.828,5,-4.238,1,0.0281,4.78e-05,0.181,0.179,0.383,105.013,237467,4
4352,Pool,QUARTERBACKS,2Xs2QknKyjJbog8mhAyizu,small room,2015-02-10,10,0.443,0.699,7,-6.426,1,0.0504,0.00216,0.00184,0.147,0.648,110.41,77141,5
4353,The Negative,Keala Settle,3i8zsYoNVBR70hhGaZUbxK,broadway,2016-06-03,51,0.58,0.601,1,-7.249,1,0.199,0.304,0.0,0.294,0.633,144.107,147680,4
4354,Hurricane Drunk,Florence + The Machine,1T0Kkq1Oio6nHVhenMQeDR,baroque pop,2009,43,0.448,0.869,4,-4.616,1,0.177,0.165,6.25e-05,0.32,0.232,184.042,192720,4
4355,1972,Jake Owen,1o4GudIOavXLhzmgFbvPgr,contemporary country,2013-12-02,24,0.502,0.96,2,-3.345,1,0.0485,0.0847,0.00424,0.179,0.94,159.958,205133,4
4356,Goodbye Yellow Brick Road - Live,Elton John,519HUGmvyjsH10uJ9lQYdn,glam rock,2000-01-01,24,0.487,0.69,3,-6.32,1,0.0379,0.45,0.0,0.962,0.402,128.824,198760,4
4357,Love Has A Name - Live,Jesus Culture,4kDgc1uIq4zOPuWcFRbqHq,anthem worship,2017-08-11,0,0.285,0.639,7,-6.228,1,0.0364,0.0983,0.0,0.955,0.139,110.66,599216,5
4358,Close to the Borderline,Billy Joel,3aC44lW7PyOlDdWhLVYEWG,classic rock,1980-03-12,34,0.607,0.799,7,-6.115,1,0.0869,0.017,0.0,0.0392,0.785,90.813,226600,4
4359,Can You Count Suckers,Me Vs Hero,7IqtFIDGlD3b2zDrQMwp7j,anthem emo,2010-12-01,32,0.471,0.979,8,-2.64,1,0.133,0.000232,8.11e-05,0.363,0.662,170.151,221907,4
4360,Brooklyn Zoo,ODB,2FWmKZ3kNbVsKGhuNHsltW,alternative hip hop,1995,59,0.704,0.701,2,-8.031,1,0.46,0.549,0.0,0.664,0.618,92.032,217507,4
4361,Empty Space,The Story So Far,7qTYjaaLpEOQzrgqtQ3py2,alternative emo,2013-03-26,53,0.493,0.931,10,-3.651,0,0.0478,5.27e-05,0.0,0.272,0.593,104.52,149937,4
4362,In Love With You,Erykah Badu,79UjqYt9MCLlBpzAvaKVJj,afrofuturism,2000-10-31,54,0.734,0.268,9,-12.876,0,0.0646,0.577,0.0,0.163,0.666,132.556,321000,4
4363,Time Is Love,Josh Turner,2rg3yLJKN5Yl4JCHHkMgeC,contemporary country,2012-01-01,55,0.663,0.814,2,-4.987,1,0.0466,0.0653,0.000252,0.0823,0.547,111.97,200373,4
4364,Say My Name (feat. Zyra) - Ambassadeurs Remix,ODESZA,5DnuQTyZpSAqpvhuLAXy4M,chillwave,2014-10-13,29,0.68,0.628,11,-9.135,0,0.0471,0.0221,0.0964,0.0856,0.109,118.024,337006,4
4365,Eyelids,PVRIS,4YvUOe8q9N2kQ5aflrezTs,electropop,2014-11-04,44,0.449,0.624,4,-8.284,0,0.032,0.216,0.00178,0.137,0.09,75.95,307067,4
4366,Chain Hang Low,Jibbs,0tYPj0NYa7vjlJaqlRSnJb,dirty south rap,2006-01-01,57,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4
4367,Peace On Earth / The Little Drummer Boy,Bing Crosby,2UiOML9w1Cu6Cjmh28tEIm,adult standards,2017-10-06,0,0.222,0.367,10,-11.74,1,0.0358,0.931,0.00221,0.211,0.427,36.507,156773,4
4368,Oogum Boogum Song,Brenton Wood,4MZmnMM6oOhcizGCVXNY6d,classic soul,1967-01-01,0,0.836,0.696,7,-6.37,1,0.0401,0.8,0.0,0.0949,0.954,112.692,186567,4
4369,Momentz (feat. De La Soul),Gorillaz,2RCp9QBnFSxdKe8RD4xF8s,alternative hip hop,2017-04-28,55,0.781,0.98,0,-5.077,1,0.285,0.0549,2.74e-06,0.597,0.487,140.235,196907,4
4370,East Atlanta Day,Zaytoven,0nB1Hb5mAzBiEehZE2B2yn,atl hip hop,2017-04-21,30,0.896,0.532,9,-5.501,1,0.247,0.0738,0.0,0.0893,0.474,150.095,194926,4
4371,Relocation - Original Mix,Feed Me,5189EP8V073KOxCBMauDA7,complextro,2012-02-06,0,0.39,0.653,1,-7.494,0,0.0288,0.0217,0.932,0.111,0.0469,128.011,335099,4
4372,Olvídala,Binomio de Oro de América,0QUnzLeB2USzFv8OqJe8S8,musica popular colombiana,2005-01-01,28,0.535,0.737,2,-5.154,1,0.0377,0.131,0.0,0.26,0.655,132.293,304560,4
4373,Mama - OFFAIAH Remix,Jonas Blue,4NRYhvxnhDeXl11hwc08Rs,dance pop,2017-06-16,0,0.711,0.972,3,-4.796,0,0.178,0.0126,0.0,0.466,0.439,123.97,179594,4
4374,The Show,Doug E. Fresh,275i10hY9lXdmrTTTkZeS0,beatboxing,2011-04-28,0,0.861,0.976,1,-5.091,1,0.169,0.00497,0.000182,0.355,0.369,100.878,396408,4
4375,Quit You,Lost Kings,4GJAd1nBylAEbw1dZDVzEQ,alt z,2017-01-27,49,0.649,0.766,5,-5.526,1,0.0304,0.0374,0.000871,0.0942,0.202,97.953,221569,4
4376,Wide Eyes,Local Natives,2fea1IQDXMABCGce4H5dzZ,chillwave,2009-11-02,0,0.526,0.84,11,-8.022,0,0.0398,0.00114,0.423,0.237,0.478,123.173,266440,4
4377,Sin City,John Legend,1sVOxOEyBhqk16v3F3ffcg,neo soul,2012-01-01,39,0.563,0.616,3,-8.333,0,0.158,0.0464,0.0,0.0886,0.289,82.927,268387,4
4378,Rosie,John Mayer,5KsLlcmWDoHUoJFzRw14wD,neo mellow,2017-04-14,60,0.758,0.465,7,-6.547,1,0.0374,0.489,5.13e-05,0.116,0.758,138.9,240627,4
4379,SexyBack - Linus Loves Remix (Edit),Justin Timberlake,2xBuDQ5M3YDyiQXhoIr41B,dance pop,2006-11-07,39,0.803,0.679,5,-6.28,0,0.0544,0.000128,0.721,0.0629,0.96,121.998,260987,4
4380,BLUE,Troye Sivan,2pmO8V5TEDZqsrcaxSucpj,australian pop,2015-12-04,56,0.39,0.536,6,-7.536,0,0.0384,0.593,0.0,0.115,0.212,129.997,211817,4
4381,New Jack Swing II - Hard Version,Wreckx-N-Effect,5b2NgPj4WBjBW1uLbl2v9p,new jack swing,1992-01-01,26,0.908,0.901,4,-5.093,0,0.216,0.147,1.75e-06,0.266,0.422,98.332,290400,4
4382,Ocean,Andreas Moe,1kFt17okCzmLn13T8Zq6qF,indie anthem-folk,2015-10-09,32,0.531,0.609,1,-9.619,0,0.0297,0.243,8.47e-05,0.155,0.396,92.996,217533,4
4383,Black Sun,Death Cab for Cutie,59FC22eN2Syt9bbv2d6393,alternative rock,2015-03-27,53,0.608,0.642,2,-7.978,1,0.0251,0.17,0.0667,0.166,0.608,87.703,289160,4
4384,Descuide,Montez de Durango,2qxLBLG8wdXiH5vNz1Qmas,corrido,2012-05-29,45,0.648,0.677,5,-6.125,0,0.0404,0.0553,0.0,0.277,0.538,141.895,194000,4
4385,Turbulence (feat. Lil Jon),Laidback Luke,1516vNsRKpRnUf5DguGL5I,big room,2011,0,0.708,0.84,1,-8.484,0,0.0665,0.00204,0.254,0.274,0.238,130.327,291493,4
4386,Buckin On Em (feat. Mr Sneed & Relapse),Big Smo,0hfvdugblZ8PibvGBr0cMC,country rap,2010-05-16,0,0.607,0.839,2,-5.161,1,0.26,0.228,0.0,0.134,0.64,146.133,244246,4
4387,Agony,Paloma Faith,4nYiSe2VtGPw0NtS0sf40W,british soul,2012-10-19,25,0.534,0.622,9,-6.293,1,0.05,0.127,0.0,0.12,0.15,150.136,191840,4
4388,England Skies - Anaa Bondi Beach Remix,Shake Shake Go,6VKKRqT8aqEeaIc3hjIrZg,rock alternatif francais,2015-06-29,0,0.766,0.536,7,-7.604,0,0.0376,0.215,0.0538,0.0985,0.442,112.014,229098,4
4389,Halls Of Illusions,Insane Clown Posse,3EA2bm1FrvW2HM1anselr1,rap rock,1997-01-01,48,0.571,0.909,0,-3.774,1,0.287,0.133,5.33e-06,0.25,0.557,175.996,260200,4
4390,Sorry,Casey Donahew,6Nq1Bl385TUtpdVMXINlKl,texas country,2013-04-16,19,0.545,0.795,7,-5.803,1,0.0392,0.0421,0.0,0.183,0.378,121.997,229133,4
4391,Arrest Me,Moonshine Bandits,2VSE07HHK9dm5sHigwbMW9,country rap,2014-02-04,23,0.744,0.768,4,-5.321,0,0.0719,0.0172,0.0,0.306,0.705,92.21,243000,4
4392,Stuck With Me,Tamia,1LNLQdiuzhB0zkvkRYE6aY,canadian pop,2015-06-09,43,0.721,0.505,6,-4.288,0,0.0441,0.459,0.105,0.104,0.349,132.034,243227,4
4393,Say It,Ne-Yo,1EGXODDpL0ptF6MJGFiQoT,dance pop,2007-01-01,45,0.407,0.378,1,-7.745,1,0.0638,0.0165,0.0,0.0773,0.118,133.083,281293,4
4394,Lovers in Japan,Coldplay,5qPGi9p8VqcizfdgWxtmLt,permanent wave,2008-05-26,52,0.202,0.733,7,-7.599,1,0.0446,0.0427,0.696,0.243,0.0728,118.217,411013,4
4395,"Ugh (feat. Ty$, Problem)",Berner,3D6U4cPB6KKY2cjtHWw5jx,cali rap,2013-10-10,17,0.848,0.392,10,-6.166,0,0.129,0.137,0.0,0.0633,0.497,95.014,192853,4
4396,TBS9,Pink Floyd,2uDAJwIA8AD9UTvh8P6nlt,album rock,2014-11-10,33,0.223,0.13,0,-20.86,1,0.0346,0.27,0.0289,0.053,0.063,131.061,147947,4
4397,Straight Out the Gate: (The Scott Stevens Remix) - Bonus Track,Tech N9ne Collabos,2mumY7rLurSxmnWIC1PCtc,country rap,2014-05-06,58,0.556,0.868,9,-5.741,1,0.0441,0.00157,0.0,0.512,0.433,164.075,224213,4
4398,Waves of Nature,WILLOW,1zJMFf0EzbGCpL0zROfmVF,afrofuturism,2015-01-11,53,0.691,0.665,0,-6.502,1,0.0459,0.132,0.00254,0.0773,0.327,95.015,231813,4
4399,The Beers,The Front Bottoms,3OrD0xAh6aAcfiQwg7Bnrg,alternative emo,2011-09-06,0,0.52,0.769,4,-4.367,1,0.0552,0.155,0.0,0.185,0.623,139.383,212253,4
4400,Weekend,VÉRITÉ,1Fspi0zcHXV6YyxtpQUe6C,alt z,2014-10-20,35,0.625,0.942,6,-3.962,0,0.123,0.0893,8.43e-05,0.58,0.538,127.991,234928,4
4401,Sirens,John Dahlbäck,7l79pPPUDP5pUATnmczsNy,edm,2014-03-03,0,0.779,0.484,10,-6.99,0,0.245,0.00375,0.666,0.0833,0.322,129.095,231453,4
4402,Didn't I,Darondo,3xBGFVU2b2PV556Q3ebsQH,afrobeat,2005-01-24,0,0.377,0.387,5,-11.688,1,0.029,0.89,0.427,0.108,0.644,149.126,209187,4
4403,Dirty Dancer,Enrique Iglesias,1XS0Gyb2YyUgoxa8O67emr,dance pop,2010-01-01,50,0.662,0.942,3,-3.631,0,0.072,0.00854,0.0,0.117,0.787,133.03,214760,4
4404,Same Old You,Miranda Lambert,5SHTPCN9qeqzkzxWD9mBWA,contemporary country,2011-11-01,39,0.559,0.458,7,-5.629,1,0.0295,0.618,0.0,0.0935,0.57,128.949,185840,4
4405,The Ride,Drake,4xRxYWgAtL6pzRz94GlZlA,canadian hip hop,2011-11-15,54,0.556,0.702,0,-10.079,0,0.205,0.517,0.0,0.343,0.793,155.948,351000,4
4406,Fireproof (feat. Dustin Paul),Ben Phipps,4G3F6cSC8gKQmeKQvNmHPx,nyc pop,2015-07-15,16,0.731,0.723,2,-6.393,0,0.0368,0.0708,0.0,0.0917,0.585,123.056,238037,4
4407,I Never Knew You,The Avett Brothers,2XbOq1jQexJtCnBKbojk3z,indie folk,2012-01-01,31,0.47,0.763,9,-4.832,1,0.0291,0.01,0.0,0.0329,0.829,140.165,176027,4
4408,Angel,Amanda Perez,2T4rXDppGlcy2lLuF4IyHq,hip pop,2003-01-01,49,0.638,0.54,0,-6.849,1,0.0473,0.506,0.0,0.157,0.352,143.772,218760,4
4409,I Can Lift a Car,WALK THE MOON,6v6S5TvOsrPofUWst04BLF,dance pop,2012-06-19,40,0.691,0.61,9,-7.388,1,0.0267,0.0123,0.000994,0.0542,0.292,102.093,288667,4
4410,Rain (feat. Sara Kay),Klaypex,7LWH4HL1orhf9eqHSdli2N,complextro,2011-08-08,28,0.462,0.849,2,-6.071,1,0.0304,0.000876,0.668,0.52,0.0677,145.068,266483,4
4411,College,Pat Green,5JPED8nDjqcuv58ACjkMR4,texas country,2004-01-01,26,0.432,0.888,9,-2.715,1,0.0556,0.293,0.0,0.288,0.634,184.266,219573,4
4412,We Can Glow,Royal Teeth,5R22QnkOWbSVSWmV1DT8iz,baton rouge indie,2013-08-13,20,0.617,0.728,9,-7.062,0,0.0319,0.275,0.0,0.157,0.399,120.029,227360,4
4413,Ebb & Flow,Feed Me,0q6k0oSX834QIy7xEKPaFt,complextro,2013-10-14,24,0.605,0.869,1,-4.849,0,0.0576,0.0309,0.00479,0.0986,0.36,140.032,308571,4
4414,God Only Knows,Michael Bublé,1Y8KOxbD51wJTcoWVjqPq2,adult standards,2016-10-21,42,0.305,0.0307,6,-15.627,1,0.0409,0.971,0.336,0.0985,0.282,75.427,255400,4
4415,The one who loves you the most,Brett Dennen,4VgldJe830CMrLJSa45T9z,acoustic pop,2006,0,0.834,0.588,11,-8.37,1,0.0344,0.128,0.000245,0.0824,0.852,126.62,299867,4
4416,E,Emmure,2bfz124kM2s8DwGsZ2Xlcd,deathcore,2014-04-15,0,0.54,0.97,2,-4.99,1,0.112,5.59e-05,0.00856,0.273,0.183,104.971,173867,4
4417,Bang It To The Curb,Far East Movement,1F8biBtTeJiROv4f8wuT2E,asian american hip hop,2012-01-01,0,0.811,0.84,7,-5.792,1,0.255,0.000492,0.00381,0.0647,0.517,99.876,186000,4
4418,Feels like the First Time - 2008 Remaster,Foreigner,36xEjbl8DtevPJgw6i9IuY,album rock,2008,52,0.499,0.802,7,-4.537,1,0.0547,0.0136,1.56e-06,0.128,0.504,107.705,232333,4
